conversion,conversionAjustada2punto2Kg,mortalidadPor,noDePollosMuertos,pesoFinalPolloG,gananciaPesoDiaG,AD3Engrode,AD3Inicio,AD3Preinicio,consumoAjustadoA2punto2Kg,consumoDiaPolloG,consumoTotalPolloG,duracionEngordeDias,ea,edadAjustadaA2punto2Kg,edadEnDias,feep,ip,n,noPollitos,empresa,granja,municipio
1.63,1.59,0.08,8147,2409.03,57.77,0,1,0,3488.53,94.43,4325,41.7,147.38,39.25,,326.55,90.17,,107100, Operadora  Avicola , La  Luz , Antioquia  Sur 
1.63,1.58,0.04,1542,2397.29,58.19,0,1,0,3475.96,94.62,4243.36,41.2,147.42,38.91,,344.3,90.66,,40800, Operadora  Avicola ,Montañita, Antioquia  Sur 
1.87,1.93,0.07,1157,1981.83,47.76,0,1,0,4283.09,89.34,4637.22,41.5,105.94,44.4,,238.23,56.63,,17340, Operadora  Avicola ,Fronteras,Bucaramanga
1.8,1.73,0.07,7920,2492.35,59.63,0,1,0,3803.84,107.39,4418.39,41.8,138.39,38.45,,306.91,76.84,,108528, Operadora  Avicola , La  Sierra ,Pereira
1.72,1.7,0.06,2758,2279.2,53.75,0,1,0,3743.36,92.59,4376.73,42.4,132.32,41.43,,291.98,76.82,,42840, Operadora  Avicola , Villa  Betty ,Bucaramanga
1.69,1.69,0.07,5819,2190.86,53.96,0,1,0,3727.44,91.29,4093.02,40.6,129.5,40.72,,296.78,76.55,,83640, Operadora  Avicola ,Arenales, Antioquia  Norte 
1.77,1.74,0.16,13071,2312.91,57.25,0,1,0,3824.64,101.25,4453.57,40.4,130.78,39.09,,272.43,73.94,,82518, Operadora  Avicola , El  Rocio ,Pereira
1.72,1.72,0.14,18147,2188.11,52.85,0,1,0,3781.9,90.68,4267.18,41.4,127.53,41.55,,265.89,74.33,,132600, Operadora  Avicola ,Aldea, Antioquia  Norte 
1.68,1.65,0.05,2882,2340.36,55.86,0,1,0,3615.7,93.75,4394.19,41.9,139.43,40.22,,315.04,83.07,,54060, Operadora  Avicola , Villa  Gloria ,Bucaramanga
1.77,1.73,0.09,5983,2378.69,58.59,0,1,0,3801.82,103.95,4194.1,40.6,134.07,38.55,,300.38,75.57,,66198, Operadora  Avicola , Vista  Alegre ,Pereira
1.63,1.6,0.03,3265,2362.92,56.94,0,1,0,3507.5,93,4092.15,41.5,144.67,39.58,,338.07,88.57,,108120, Operadora  Avicola ,Montecristo, Antioquia  Norte 
1.79,1.79,0.05,1654,2189.73,51.64,0,1,0,3936.39,92.25,4421.12,42.4,122.59,42.54,,276.09,68.63,,36720, Operadora  Avicola ,Luciernaga,Bucaramanga
1.64,1.55,0.03,2456,2621.6,57.24,0,1,0,3408.12,93.73,4327.39,45.8,160.09,40.68,,340.73,97.76,,97410, Operadora  Avicola , Granada  OPAV ,Bucaramanga
1.61,1.56,0.04,1837,2471.55,59.41,0,1,0,3413.91,95.79,4422.4,41.6,153.29,38.48,,353.41,95.08,,44880, Operadora  Avicola , La  Clara , Antioquia  Norte 
1.89,1.92,0.18,10013,2074.14,49.03,0,1,0,4247.01,92.62,4474.39,42.3,109.81,43.96,,213.26,58.13,,56100, Operadora  Avicola ,Gaviotas,Bucaramanga
1.69,1.66,0.07,2242,2335.75,58.69,0,1,0,3636.53,99.01,4529.22,39.8,138.45,38.25,,322.96,82.07,,31314, Operadora  Avicola , Santa  Inés ,Pereira
1.62,1.59,0.06,8814,2383.43,56.88,0,1,0,3479.43,92.42,4534.32,41.9,146.69,39.73,,329.39,90.29,,148920, Operadora  Avicola , Santa  Paula , Antioquia  Sur 
1.89,1.95,0.07,11958,1993.12,49.33,0,1,0,4318.63,93.28,4593.33,40.4,105.42,43.07,,242.51,55.76,,169320, Operadora  Avicola , San  Joaquin ,Bucaramanga
1.72,1.72,0.08,24741,2203.28,54.54,0,1,0,3790.3,94.01,4480.4,40.4,127.82,40.37,,290.58,74.15,,303450, Operadora  Avicola ,Carmelita,Pereira
1.7,1.65,0.07,2983,2412.25,56.89,0,1,0,3631.41,96.84,4686.83,42.4,141.71,39.88,,309.8,83.25,,40800, Operadora  Avicola ,Refugio, Antioquia  Sur 
1.74,1.73,0.07,12938,2264.03,57.9,0,1,0,3794.59,100.88,4436.94,39.1,129.96,38.37,,307.72,74.6,,174420, Operadora  Avicola , La  Caracola ,Pereira
1.67,1.67,0.04,7704,2207.8,55.47,0,1,0,3667.79,92.6,4507.31,39.8,132.26,39.71,,319.11,79.23,,193800, Operadora  Avicola , San  Andres , Antioquia  Sur 
1.68,1.62,0.05,2075,2475.65,59.37,0,1,0,3546.62,99.49,4631.88,41.7,147.73,38.53,,337.58,88.15,,44064, Operadora  Avicola ,Carmela,Pereira
1.79,1.82,0.09,22939,2081.24,46.46,0,1,0,4014.02,83.05,4742.11,44.8,116.43,46.45,,236.21,65.13,,251838, Operadora  Avicola , Roble  3 ,Bucaramanga
1.63,1.63,0.04,5352,2198.88,55.11,0,1,0,3581.94,89.71,4315.93,39.9,135.08,39.92,,324.88,82.98,,132600, Operadora  Avicola , Comba  1 , Antioquia  Sur 
1.66,1.64,0.07,2868,2328.4,57.49,0,1,0,3589.96,95.65,4488.09,40.5,139.95,39.01,,319.99,84.12,,38760, Operadora  Avicola ,Socorro, Antioquia  Sur 
1.71,1.68,0.05,5570,2320.12,58.15,0,1,0,3691.92,99.37,4347.33,39.9,135.76,38.52,,322.67,79.44,,107814, Operadora  Avicola , San  Diego ,Pereira
1.84,1.86,0.12,6605,2125.92,54.09,0,1,0,4094.56,99.43,4331.55,39.3,115.66,40.19,,260.26,62.92,,57120, Operadora  Avicola , Mirador  Bga ,Bucaramanga
1.73,1.72,0.05,6314,2280.86,53.29,0,1,0,3769.23,92.45,4604.51,42.8,131.47,41.8,,290.79,75.78,,118320, Operadora  Avicola ,Montiengo,Bucaramanga
1.7,1.68,0.06,1362,2274.78,56.59,0,1,0,3697.93,96.22,4546,40.2,133.77,39.33,,313.45,78.67,,23460, Operadora  Avicola , San  José  Ant , Antioquia  Sur 
1.64,1.61,0.04,3266,2321.95,57.19,0,1,0,3543.21,93.83,4232.66,40.6,141.53,39.18,,334.65,86.27,,81600, Operadora  Avicola , Los  Andes , Antioquia  Sur 
1.63,1.61,0.03,735,2293.64,55.81,0,1,0,3541.35,91.13,4628.56,41.1,140.45,39.99,,332.62,86.01,,27540, Operadora  Avicola , Guayacanes  OPAV , Antioquia  Sur 
1.62,1.61,0.04,1734,2263.32,56.44,0,1,0,3533.69,91.56,4824.85,40.1,139.52,39.36,,333.86,86.01,,42840, Operadora  Avicola ,Nirvana, Antioquia  Sur 
1.69,1.69,0.07,14676,2195.73,55.59,0,1,0,3715.07,93.8,4441.77,39.5,130.12,39.56,,306.27,77.11,,208896, Operadora  Avicola , Cabañas  Per ,Pereira
1.78,1.77,0.1,10461,2236.77,52.88,0,1,0,3889.24,94.03,4585.08,42.3,125.79,41.85,,266.88,70.74,,102000, Operadora  Avicola , El  Progreso ,Bucaramanga
1.64,1.58,0.1,6539,2504.67,59.49,0,1,0,3464.45,97.73,4464.44,42.1,152.47,38.59,,327.51,92.81,,68340, Operadora  Avicola ,Paulandia, Antioquia  Sur 
1.76,1.74,0.09,12789,2255,56.66,0,1,0,3831.76,99.54,4385.4,39.8,128.36,39.16,,292.56,73.07,,137700, Operadora  Avicola , La  Candelosa ,Pereira
1.62,1.63,0.05,2608,2150.75,54.31,0,1,0,3599.51,88.14,4624.74,39.6,132.53,40.2,,319.28,81.67,,56712, Operadora  Avicola , La  Esperanza  Ant , Antioquia  Norte 
1.62,1.61,0.06,9695,2269.37,54.29,0,1,0,3531.83,88.1,4355.59,41.8,139.84,40.96,,315.85,86.17,,173400, Operadora  Avicola , Vista  Hermosa , Antioquia  Sur 
1.77,1.79,0.1,1880,2130.58,51.34,0,1,0,3940.31,90.89,4277.33,41.5,120.35,42.38,,260.3,67.98,,18360, Operadora  Avicola , Vivi  Tatiana ,Bucaramanga
1.79,1.76,0.18,27506,2311.44,54.01,0,1,0,3863.88,96.47,4652.47,42.8,129.39,41.43,,247.61,72.43,,151980, Operadora  Avicola , Balcones  Bmanga ,Bucaramanga
1.68,1.63,0.06,3473,2460.12,57.89,0,1,0,3569.89,97.45,4492.33,42.5,146.13,39.44,,321.74,86.8,,54060, Operadora  Avicola , La  Matica , Antioquia  Sur 
1.74,1.72,0.04,4447,2304.73,56.35,0,1,0,3770.28,98.13,4355.92,40.9,132.35,39.66,,311.84,76,,122400, Operadora  Avicola ,Tortugas, Antioquia  Sur 
1.67,1.65,0.11,6415,2279.21,54.66,0,1,0,3623.41,91.13,4683.43,41.7,136.7,40.74,,292.27,81.99,,59160, Operadora  Avicola , El  Palmar ,Bucaramanga
1.66,1.6,0.04,1303,2480.05,58.35,0,1,0,3512.09,96.89,4153.49,42.5,149.37,39.22,,336.48,89.96,,30600, Operadora  Avicola ,Bonita, Antioquia  Norte 
1.75,1.73,0.08,25458,2302.18,56.43,0,1,0,3793,98.82,4649.44,40.8,131.46,39.6,,297.79,75.07,,335988, Operadora  Avicola ,Gramal,Pereira
1.72,1.67,0.07,4697,2392.05,58.92,0,1,0,3671.69,101.13,4266.38,40.6,139.36,38.4,,320.66,81.19,,71400, Operadora  Avicola , La  Estancia ,Pereira
1.73,1.77,0.14,16689,2053.05,50.32,0,1,0,3912.89,87.22,4678.43,40.8,118.44,42.68,,250.71,68.33,,122400, Operadora  Avicola ,Terranova,Bucaramanga
1.59,1.58,0.03,5790,2256.04,56.54,0,1,0,3474.6,90.09,4262.72,39.9,141.6,39.25,,344.85,88.87,,204816, Operadora  Avicola ,Coqueta, Antioquia  Norte 
1.75,1.73,0.14,19646,2267.5,53.99,0,1,0,3805.08,94.36,4530.45,42,129.73,41.17,,265.14,74.22,,138720, Operadora  Avicola , La  Mariana ,Bucaramanga
1.74,1.76,0.12,4447,2109.32,50.58,0,1,0,3877.84,87.8,4587.35,41.7,121.52,42.87,,256.13,70.01,,36720, Operadora  Avicola , Porvenir  Bmanga ,Bucaramanga
1.7,1.64,0.04,1650,2468.4,57.54,0,1,0,3602.69,97.86,4228.88,42.9,145.13,39.72,,324.63,85.33,,40800, Operadora  Avicola ,Maquina, Antioquia  Norte 
1.74,1.68,0.05,1206,2485.22,56.87,0,1,0,3678.06,98.95,3940.23,43.7,142.83,40.27,,310.75,82.09,,24480, Operadora  Avicola , Violeta  OPAV , Antioquia  Norte 
1.7,1.69,0.07,16215,2222.5,55.56,0,1,0,3726.02,94.44,4450.3,40,130.76,39.74,,304.76,76.93,,239496, Operadora  Avicola , Villa  Alicia ,Pereira
1.65,1.63,0.08,1452,2308.61,57.14,0,1,0,3581.14,94.57,4595.12,40.4,139.5,39.14,,317.98,84.29,,18360, Operadora  Avicola , San  Pablo ,Bucaramanga
1.68,1.61,0.1,4126,2544.99,58.91,0,1,0,3527.19,99,4290.39,43.2,151.45,39.17,,315.13,90.13,,40800, Operadora  Avicola ,Lucha, Antioquia  Norte 
1.73,1.66,0.05,3886,2525.28,59.98,0,1,0,3640.92,103.81,4321.43,42.1,145.92,38.38,,330.53,84.32,,83844, Operadora  Avicola ,Potrerillo,Pereira
1.74,1.74,0.12,12478,2195.53,53.55,0,1,0,3826.37,93.07,4729.33,41,126.33,41.06,,270.42,72.68,,102000, Operadora  Avicola ,Torcoroma,Bucaramanga
1.71,1.58,0.04,643,2807.13,63.51,0,1,0,3487.03,108.39,4667.35,44.2,164.48,37.42,,359.09,96.37,,18360, Operadora  Avicola , Villa  Luz  Ant , Antioquia  Sur 
1.63,1.57,0.09,7383,2502.78,60.45,0,1,0,3447.85,98.81,4342.82,41.4,153.12,37.97,,336.77,93.68,,82518, Operadora  Avicola ,Riochico, Antioquia  Norte 
1.65,1.6,0.04,3825,2458.85,58.13,0,1,0,3504.3,96.05,4243.32,42.3,148.81,39.27,,338.6,90.06,,102000, Operadora  Avicola , Comba  2 , Antioquia  Sur 
1.7,1.66,0.05,5369,2411.38,53.59,0,1,0,3637.67,91.36,4370.26,45,141.44,42.33,,299.4,82.96,,113220, Operadora  Avicola , La  Herradura ,Bucaramanga
1.87,1.93,0.19,4719,2000.46,50.26,0,1,0,4274.06,94.19,4666.29,39.8,106.75,42.33,,216.51,56.96,,24480, Operadora  Avicola , Villa  Florida ,Bucaramanga
1.71,1.63,0.04,1994,2530.76,58.72,0,1,0,3588.4,100.22,4709.51,43.1,148.28,39.23,,328.75,86.88,,44880, Operadora  Avicola ,Salsipuedes, Antioquia  Sur 
1.64,1.58,0.03,1795,2485.3,57.26,0,1,0,3474.58,94.13,4179.36,43.4,151.2,40,,337.24,91.99,,56100, Operadora  Avicola ,Rescate, Antioquia  Norte 
1.64,1.56,0.04,1868,2587.98,62.36,0,1,0,3419.92,102.1,4217.05,41.5,158.07,37.19,,363.88,96.55,,41820, Operadora  Avicola ,Pinos, Antioquia  Sur 
1.71,1.74,0.05,5481,2070.47,54.77,0,1,0,3855.47,93.86,4658.35,37.8,120.83,39.33,,303.49,70.51,,108426, Operadora  Avicola , Santa  Lucía ,Pereira
1.71,1.64,0.08,2152,2520,58.6,0,1,0,3605.09,100.36,3958.48,43,147.15,39.25,,313.33,85.93,,25500, Operadora  Avicola ,Raviel,Bucaramanga
1.69,1.65,0.05,3066,2364.29,56.56,0,1,0,3628.14,95.58,4258.03,41.8,139.91,39.85,,319,82.8,,65280, Operadora  Avicola ,Quintana, Antioquia  Norte 
1.65,1.53,0.07,1073,2756.94,62.8,0,1,0,3387.26,103.62,3730.06,43.9,167.08,37.64,,353.91,101.26,,15300, Operadora  Avicola , Esperanza  Bga ,Bucaramanga
1.66,1.56,0.08,1251,2643.57,61.19,0,1,0,3438,101.32,4720.87,43.2,159.66,38.15,,341.25,96.42,,16320, Operadora  Avicola ,Despensa,Bucaramanga
1.71,1.66,0.08,12571,2425.01,59.88,0,1,0,3651.43,102.65,4646.73,40.5,141.45,37.95,,321.01,82.51,,155448, Operadora  Avicola ,Panorama,Pereira
1.74,1.75,0.05,841,2139.35,54.16,0,1,0,3862,94.12,4856.2,39.5,123.11,40.23,,296.46,70.84,,17238, Operadora  Avicola , Primavera  OPAV ,Pereira
1.67,1.64,0.04,3638,2359.71,56.59,0,1,0,3597.97,94.77,4315.55,41.7,140.9,39.81,,323.88,84.13,,87720, Operadora  Avicola , Porvenir  Ant , Antioquia  Sur 
1.68,1.67,0.06,5824,2225.76,56.64,0,1,0,3681.28,95.16,4464.27,39.3,132.47,39,,318.26,78.84,,104346, Operadora  Avicola ,Pomona,Pereira
1.68,1.65,0.04,1448,2315.44,57.89,0,1,0,3627.23,97.13,4421.91,40,138,38.67,,330.91,82.24,,35496, Operadora  Avicola , Villa  Gilma ,Pereira
1.75,1.73,0.12,25869,2308.2,54.44,0,1,0,3793.58,95.43,4717.98,42.4,131.67,41.08,,272.67,75.11,,212160, Operadora  Avicola , Roble  1 ,Bucaramanga
1.56,1.52,0.03,1574,2409.69,59.94,0,1,0,3326.5,93.43,4523.92,40.2,154.59,37.83,,374.67,99.18,,61200, Operadora  Avicola ,Olivares, Antioquia  Norte 
1.64,1.6,0.08,7732,2415.58,56.31,0,1,0,3503.46,92.51,4374.13,42.9,147.03,40.31,,315.66,89.49,,97920, Operadora  Avicola ,Fogon, Antioquia  Sur 
1.72,1.7,0.04,3434,2279.71,53.39,0,1,0,3734.15,91.74,4772.76,42.7,132.66,41.71,,298.09,77.2,,84660, Operadora  Avicola , Bellavista  Bmanga ,Bucaramanga
1.71,1.7,0.07,12069,2214.03,55.08,0,1,0,3742.75,93.91,4719.19,40.2,129.85,40.04,,300.05,76.15,,169830, Operadora  Avicola ,Membrillal,Pereira
1.65,1.64,0.05,4580,2234.99,55.87,0,1,0,3599.12,91.92,4417.39,40,135.86,39.59,,322.71,82.59,,91800, Operadora  Avicola ,Borinquen, Antioquia  Sur 
1.63,1.61,0.06,2877,2318.39,57.1,0,1,0,3525.73,93.17,4473.01,40.6,142.09,39.22,,330.23,87.08,,51000, Operadora  Avicola ,Suiza, Antioquia  Sur 
1.74,1.71,0.05,4688,2330.9,57.7,0,1,0,3751.57,100.35,4609.01,40.4,134.02,38.88,,314.1,77.06,,88230, Operadora  Avicola , San  Miguel  OPAV ,Pereira
1.64,1.58,0.07,1991,2482.03,57.72,0,1,0,3473.6,94.81,4517.29,43,151.11,39.66,,326.91,91.99,,28560, Operadora  Avicola , Cascada  Ant , Antioquia  Norte 
1.67,1.64,0.04,4455,2316.14,57.62,0,1,0,3607.05,96.15,4514.54,40.2,138.8,38.86,,330.23,83.17,,102306, Operadora  Avicola , La  Sierra ,Pereira
1.64,1.6,0.05,1353,2422.94,57.42,0,1,0,3504.56,94.45,4703.32,42.2,147.29,39.57,,332.5,89.54,,28560, Operadora  Avicola ,Querencia, Antioquia  Norte 
1.72,1.69,0.03,1844,2342.64,58.42,0,1,0,3705.88,100.53,4659.24,40.1,136.13,38.47,,329.53,79.1,,62934, Operadora  Avicola ,Algeciras,Pereira
1.72,1.73,0.08,17628,2156.72,53.25,0,1,0,3807.19,91.5,4408.25,40.5,125.52,41.04,,283.93,73.05,,210120, Operadora  Avicola , Roble  2 ,Bucaramanga
1.66,1.61,0.04,8808,2439,57.93,0,1,0,3531.24,96.22,4469.88,42.1,146.85,39.3,,333.24,88.41,,197472, Operadora  Avicola ,Manantiales, Antioquia  Sur 
1.72,1.66,0.05,817,2447.08,58.54,0,1,0,3648.39,100.56,4771.18,41.8,142.46,38.93,,322.6,82.93,,15300, Operadora  Avicola , Villa  Rita , Antioquia  Sur 
1.7,1.66,0.07,9692,2374.9,55.49,0,1,0,3646.31,94.37,4259.41,42.8,139.64,40.68,,304.94,82.11,,148308, Operadora  Avicola , Tesoro  1 ,Bucaramanga
1.58,1.55,0.03,686,2336.9,58.42,0,1,0,3400.01,92.17,4239.65,40,148.13,38.43,,359.01,93.9,,22440, Operadora  Avicola ,Ernely, Antioquia  Norte 
1.69,1.65,0.03,2144,2404.6,59.37,0,1,0,3612.66,100.44,4554.01,40.5,142.14,38.17,,342,84.02,,83946, Operadora  Avicola , El  Rocio ,Pereira
1.69,1.66,0.06,3099,2328.15,55.56,0,1,0,3644.76,93.85,4488.05,41.9,137.84,40.36,,310.11,81.6,,54060, Operadora  Avicola , Villa  Gloria ,Bucaramanga
1.7,1.66,0.04,797,2380.74,55.37,0,1,0,3635.62,93.96,4731.18,43,140.28,40.8,,312.08,82.66,,18360, Operadora  Avicola ,Fronteras,Bucaramanga
1.6,1.59,0.03,2038,2230.32,56.32,0,1,0,3501.1,90.06,4184.59,39.6,139.47,39.25,,343.19,87.22,,79560, Operadora  Avicola ,Argentina, Antioquia  Norte 
1.69,1.71,0.05,1182,2116,51.11,0,1,0,3782.07,86.63,4349.65,41.4,124.85,42.47,,285.67,73.66,,22440, Operadora  Avicola , Paraiso  Bmanga ,Bucaramanga
1.71,1.71,0.03,2020,2202.29,56.18,0,1,0,3769.02,96.28,4290.38,39.2,128.5,39.18,,317.59,74.98,,64770, Operadora  Avicola , Vista  Alegre ,Pereira
1.66,1.63,0.06,2561,2340.6,54.94,0,1,0,3578.06,91.26,4467.99,42.6,140.91,40.89,,311,84.83,,42840, Operadora  Avicola , Villa  Betty ,Bucaramanga
1.6,1.52,0.03,3506,2584.89,60.96,0,1,0,3342.34,97.51,4422.52,42.4,161.6,38.03,,368.66,101.03,,107100, Operadora  Avicola , La  Luz , Antioquia  Sur 
1.6,1.55,0.03,986,2443.64,57.36,0,1,0,3404.05,91.9,4599.82,42.6,152.53,39.71,,347.24,95.21,,32640, Operadora  Avicola , Av.  Roberto , Antioquia  Norte 
1.67,1.61,0.03,1256,2490.49,58.88,0,1,0,3537.65,98.59,4341.96,42.3,148.72,38.93,,340.77,88.81,,40800, Operadora  Avicola ,Montañita, Antioquia  Sur 
1.81,1.8,0.04,7805,2233.57,53.56,0,1,0,3964.43,97.04,4424.42,41.7,123.29,41.29,,282.95,68.06,,181560, Operadora  Avicola , Granada  OPAV ,Bucaramanga
1.72,1.64,0.04,1619,2541.84,58.17,0,1,0,3607.38,99.93,4521.05,43.7,147.95,39.66,,323.64,86.12,,36720, Operadora  Avicola ,Luciernaga,Bucaramanga
1.67,1.66,0.05,2542,2253.25,54.43,0,1,0,3653.36,91.14,4565.53,41.4,134.56,40.76,,308.82,80.36,,51000, Operadora  Avicola ,Gaviotas,Bucaramanga
1.69,1.6,0.07,3225,2605.1,59.89,0,1,0,3520.38,101.12,4523.52,43.5,154.29,38.81,,330.3,91.38,,46920, Operadora  Avicola , La  Clara , Antioquia  Norte 
1.65,1.6,0.03,2948,2457.69,57.56,0,1,0,3506.62,95.16,4187.3,42.7,148.66,39.65,,338.47,89.92,,106080, Operadora  Avicola ,Montecristo, Antioquia  Norte 
1.85,1.9,0.07,10586,2001.6,47.66,0,1,0,4208.7,87.96,4681.3,42,108.44,44.65,,239.46,58.75,,145860, Operadora  Avicola , San  Joaquin ,Bucaramanga
1.75,1.73,0.07,20630,2284.97,55.33,0,1,0,3798.4,96.78,4577.18,41.3,130.62,40.28,,293.11,74.67,,281724, Operadora  Avicola ,Carmelita,Pereira
1.73,1.69,0.07,2242,2385.37,56.66,0,1,0,3709.98,98.18,4627.41,42.1,137.65,39.9,,305.71,79.44,,34476, Operadora  Avicola , Santa  Inés ,Pereira
1.66,1.59,0.04,3308,2514.77,59.03,0,1,0,3487.5,97.74,4190.76,42.6,151.89,38.94,,341.73,91.74,,79560, Operadora  Avicola ,Arenales, Antioquia  Norte 
1.68,1.65,0.04,1490,2314.65,56.32,0,1,0,3631.64,94.6,4781.43,41.1,137.8,39.74,,323.03,82.03,,40800, Operadora  Avicola ,Refugio, Antioquia  Sur 
1.72,1.67,0.03,5797,2421.09,59.05,0,1,0,3661.9,101.48,4538.41,41,140.89,38.46,,331.67,81.99,,166566, Operadora  Avicola , La  Caracola ,Pereira
1.74,1.7,0.08,11849,2337.5,53.61,0,1,0,3740.64,93.06,4360.24,43.6,134.67,41.88,,283.24,77.58,,142800, Operadora  Avicola ,Aldea, Antioquia  Norte 
1.62,1.56,0.04,6785,2512.83,59.4,0,1,0,3414.68,96.28,4630.6,42.3,155.05,38.69,,350.06,95.67,,150960, Operadora  Avicola , Santa  Paula , Antioquia  Sur 
1.69,1.66,0.07,3004,2350.52,57.47,0,1,0,3632.83,97.06,4728.94,40.9,139.18,39.14,,318.03,82.41,,45900, Operadora  Avicola ,Carmela,Pereira
1.72,1.71,0.04,4403,2251.38,52.85,0,1,0,3759.98,91.06,4695.57,42.6,130.67,41.96,,295.33,75.84,,118320, Operadora  Avicola ,Montiengo,Bucaramanga
1.7,1.68,0.04,7279,2270.84,54.85,0,1,0,3692.74,93.09,4600.4,41.4,133.81,40.55,,311.12,78.84,,194718, Operadora  Avicola , San  Andres , Antioquia  Sur 
1.73,1.71,0.06,16277,2277.05,53.7,0,1,0,3764.73,93,4835.11,42.4,131.49,41.45,,289.98,75.92,,250818, Operadora  Avicola , Roble  3 ,Bucaramanga
1.68,1.65,0.03,666,2339.17,56.1,0,1,0,3627.01,94.43,4640.43,41.7,138.95,40.04,,323.76,82.54,,23460, Operadora  Avicola , San  José  Ant , Antioquia  Sur 
1.66,1.63,0.04,1574,2380.12,57.21,0,1,0,3566.13,95.23,4583.33,41.6,142.99,39.48,,329.77,85.91,,38760, Operadora  Avicola ,Socorro, Antioquia  Sur 
1.78,1.76,0.05,10831,2284.82,55.19,0,1,0,3860.53,98.12,4539.89,41.4,128.51,40.38,,295.06,72.28,,218994, Operadora  Avicola , Cabañas  Per ,Pereira
1.74,1.66,0.04,4616,2526.8,59.18,0,1,0,3649.61,102.67,4450.01,42.7,145.63,38.91,,326.62,83.93,,109038, Operadora  Avicola , San  Diego ,Pereira
1.72,1.68,0.07,7120,2370.45,55.13,0,1,0,3680.24,94.57,4679.65,43,138.18,40.92,,299.56,80.54,,105060, Operadora  Avicola , El  Progreso ,Bucaramanga
1.72,1.69,0.05,2934,2359.23,58.83,0,1,0,3701.28,101.35,4432.9,40.1,136.95,38.28,,323.66,79.5,,56100, Operadora  Avicola , Mirador  Bga ,Bucaramanga
1.65,1.6,0.06,8719,2430.81,56.93,0,1,0,3508.54,93.85,4409.78,42.7,147.45,39.95,,322.96,89.44,,134640, Operadora  Avicola , Comba  1 , Antioquia  Sur 
1.72,1.65,0.04,1623,2512.77,57.9,0,1,0,3630.85,99.78,4924.62,43.4,145.81,39.7,,323.24,84.61,,42840, Operadora  Avicola ,Nirvana, Antioquia  Sur 
1.7,1.68,0.04,3027,2277.05,55,0,1,0,3696.9,93.53,4326.19,41.4,133.9,40.47,,311.72,78.74,,83640, Operadora  Avicola , Los  Andes , Antioquia  Sur 
1.66,1.59,0.08,14475,2522.49,57.46,0,1,0,3496.47,95.46,4747.94,43.9,151.83,40.05,,316.98,91.38,,173400, Operadora  Avicola , Balcones  Bmanga ,Bucaramanga
1.76,1.72,0.09,12273,2371.3,57,0,1,0,3778.28,100.41,4485.81,41.6,134.62,39.58,,294.79,76.43,,137802, Operadora  Avicola , La  Candelosa ,Pereira
1.82,1.77,0.03,745,2422.77,54.2,0,1,0,3883.83,98.81,4727.36,44.7,132.9,41.92,,288.97,72.9,,26520, Operadora  Avicola , Guayacanes  OPAV , Antioquia  Sur 
1.67,1.62,0.07,3976,2439.87,56.48,0,1,0,3553.1,94.4,4777.83,43.2,145.98,40.32,,315.2,87.34,,59160, Operadora  Avicola , El  Palmar ,Bucaramanga
1.8,1.79,0.09,1689,2257.15,52.61,0,1,0,3935.62,94.97,4372.29,42.9,125.05,42.18,,264.68,69.28,,18360, Operadora  Avicola , Vivi  Tatiana ,Bucaramanga
1.6,1.56,0.04,3071,2364.66,56.98,0,1,0,3430.9,91.06,4555.5,41.5,147.97,39.56,,340.54,92.6,,68340, Operadora  Avicola ,Paulandia, Antioquia  Sur 
1.62,1.59,0.02,1181,2378.74,56.24,0,1,0,3480.79,91.35,4583.67,42.3,146.44,40.16,,338.34,90.15,,52020, Operadora  Avicola , La  Matica , Antioquia  Sur 
1.64,1.61,0.03,5366,2356.88,59.37,0,1,0,3534.9,97.64,4453.23,39.7,143.3,37.93,,349.91,87.13,,175440, Operadora  Avicola , Vista  Hermosa , Antioquia  Sur 
1.83,1.8,0.15,48209,2313.44,56.02,0,1,0,3959.37,102.57,4752,41.3,126.35,39.95,,261.19,69,,329664, Operadora  Avicola ,Gramal,Pereira
1.71,1.69,0.17,12646,2288.39,56.5,0,1,0,3718.37,96.81,4363.19,40.5,133.56,39.46,,273.62,77.96,,74256, Operadora  Avicola , La  Estancia ,Pereira
1.6,1.59,0.06,3497,2249.45,54.6,0,1,0,3495.39,87.42,4712.16,41.2,140.48,40.61,,318.92,87.74,,54060, Operadora  Avicola , La  Esperanza  Ant , Antioquia  Norte 
1.66,1.69,0.18,22055,2078.63,51.84,0,1,0,3727.97,86.02,4764.45,40.1,125.26,41.61,,256.09,75.49,,122400, Operadora  Avicola ,Terranova,Bucaramanga
1.65,1.65,0.05,6615,2200.65,54.47,0,1,0,3637.87,90.08,4446.01,40.4,133.07,40.4,,312.07,80.47,,125868, Operadora  Avicola ,Tortugas, Antioquia  Sur 
1.75,1.79,0.27,10393,2049.21,49.86,0,1,0,3954.51,87.28,4674.63,41.1,117.06,43.04,,208.45,66.87,,38760, Operadora  Avicola , Porvenir  Bmanga ,Bucaramanga
1.64,1.63,0.03,5974,2221.32,53.65,0,1,0,3588.67,87.82,4350.54,41.4,135.71,41.14,,318.45,82.92,,209100, Operadora  Avicola ,Coqueta, Antioquia  Norte 
1.63,1.58,0.07,2091,2467.75,58.34,0,1,0,3457.99,95.23,4248.72,42.3,151.18,39.17,,332.97,92.61,,30600, Operadora  Avicola ,Bonita, Antioquia  Norte 
